OBJECTID,Shape_Length,bearing,bearing_corrected,x_coord,y_coord
394,2405.297919,71.68892515,71.68892515,-158.818673,75.68449161
395,2638.920814,243.5616446,63.56164463,-158.6180714,75.72502799
396,2056.908618,244.1935149,64.1935149,-158.6249764,75.72182193
397,1582.326987,246.5246209,66.52462086,-158.1759524,75.75020199
398,1059.331285,242.4880633,62.48806334,-158.1708335,75.75491615
399,991.6031261,241.3682508,61.36825078,-158.1945774,75.77786787
400,5095.043847,241.1376142,61.13761422,-158.4397197,75.79626547
401,8083.093782,236.4688449,56.46884486,-158.3964029,75.83495587
402,9024.564691,238.4729026,58.47290257,-158.438644,75.81817537
403,1732.798932,55.14392324,55.14392324,-158.1870728,75.7882985
404,4525.799173,56.71404625,56.71404625,-158.3225386,75.83068463
405,2053.781446,266.2432911,86.24329109,-158.9429932,75.80253642
406,3296.72929,269.2417449,89.24174491,-158.9187695,75.80593104
407,3879.258476,268.4956333,88.49563327,-158.9096057,75.81079525
408,1230.50827,238.5382359,58.53823586,-158.7324923,75.80711364
409,2022.481705,270.5080357,90.50803572,-158.8926303,75.8171924
410,2022.291997,269.7232113,89.7232113,-158.8616207,75.81828882
411,2328.092428,246.972234,66.972234,-159.0480949,75.76432857
412,1747.243222,272.4495226,92.44952264,-159.1015186,75.79099547
413,3721.469648,265.6679818,85.66798182,-158.9526879,75.87058346
414,3468.254165,266.5179949,86.51799486,-158.9626197,75.88207358
415,3947.843404,269.1201196,89.12011957,-158.9302993,75.88726007
416,3761.977361,273.5232526,93.52325265,-158.7924966,75.87703977
417,3108.19307,276.119797,96.11979698,-158.7678138,75.88025871
418,3781.814757,268.883772,88.88377203,-158.9173256,75.89383874
419,4190.360416,97.13012253,97.13012253,-158.7436134,75.88784892
420,3707.65317,93.79357681,93.79357681,-158.8025853,75.85249272
421,3407.226334,94.85437639,94.85437639,-158.8062691,75.85849352
422,2885.099526,92.75045777,92.75045777,-158.7787321,75.86929766
